Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;3
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;2
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;6
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;2
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;10
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;9
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;4
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;6
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;8
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 8 eixos;Comercial;16
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;171
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;213
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;241
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;121
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;216
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;176
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;192
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;53
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;196
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;183
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;271
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;216
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;284
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;181
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;120
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;222
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;139
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;169
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;155
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;258
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;217
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;263
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;111
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;154
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;258
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;169
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;279
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;203
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;263
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;287
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial 9 eixos;Comercial;181
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial Acima 10 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial Acima 10 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial Acima 10 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 09 BR-262/MG km: 600,80;Veículo Comercial Acima 10 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;928
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;694
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;913
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;988
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;988
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;1054
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;847
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;871
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;836
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;932
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;1084
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;998
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;932
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;845
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;1008
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;975
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;840
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;901
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;1346
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;800
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;877
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;844
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;829
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;844
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;823
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;855
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;761
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;944
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;800
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;886
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 2 eixos;Passeio;894
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;165
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;99
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;139
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;114
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;146
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;119
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;54
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;100
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;137
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;135
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;138
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;126
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;145
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;119
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;76
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;73
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;47
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;147
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;24
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;128
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;69
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;153
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;158
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;144
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;47
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;128
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;143
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;155
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;129
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;75
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 2 eixos;Comercial;167
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;5
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;14
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;7
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;9
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;14
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;7
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;8
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;7
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;11
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;7
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;13
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;11
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;11
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;11
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;8
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;13
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;15
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;13
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;12
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;5
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 3 eixos;Passeio;13
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;186
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;158
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;181
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;157
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;181
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;168
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;172
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;162
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;68
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;183
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;213
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;163
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;179
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;161
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;195
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;177
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;178
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;55
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;116
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;127
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;107
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;136
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;133
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;120
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;155
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;178
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;110
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;150
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;188
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;139
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 3 eixos;Comercial;137
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;5
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Passeio 4 eixos;Passeio;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;150
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;108
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;151
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;31
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;137
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;88
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;152
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;147
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;111
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;111
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;131
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;99
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;134
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;105
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;109
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;106
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;71
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;95
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;125
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;136
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;73
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;53
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;83
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;124
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;61
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;131
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;109
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;87
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;114
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;76
